	954.0
laah	23.0
jahatmu	1.0
mannteebbb	1.0
mingrasi	1.0
tersedia	1.0
replika	4.0
suozon	1.0
pmpn	2.0
munafiquun	2.0
crnya	1.0
teriris	1.0
wagub	4.0
teruuuuus	1.0
kesederhanaan	6.0
divonis	10.0
hendeng	2.0
lacr	1.0
bulat2	1.0
hikhikhikmangkrakkk	1.0
pleset	1.0
dibicarakan	4.0
haajjaarrr	1.0
hampry	2.0
transpar	1.0
kecebong	40.0
aktive	1.0
labo	1.0
rumit2	1.0
mtipun	1.0
mencerminkan	50.0
lepasin	2.0
ambisi	87.0
ancaman	42.0
didebatkan	2.0
komenentarnya	1.0
brhhab	1.0
ciuman	2.0
lubis	8.0
diobatin	1.0
twrprovokasi	1.0
deteksi	2.0
selamtlah	2.0
nutupi	5.0
menyingkapi	1.0
nhomong	1.0
kepentingan	209.0
jangka	4.0
kepentingam	2.0
laen	64.0
kerusakan	1.0
artis2nya	1.0
tunggu2	7.0
ngurusiin	1.0
lado	2.0
brunei	1.0
hampus	1.0
lady	3.0
sebarkn	1.0
keberkahan	5.0
sebugkus	1.0
mambuu	2.0
lahi	1.0
pmth	1.0
lahh	23.0
ngarepp	1.0
hamper	1.0
lagu	121.0
bunuh2an	1.0
ygmn	2.0
haromau	1.0
annya	3.0
lagi	2345.0
corruptors	1.0
sembuhkan	1.0
tenarrr	1.0
ronny	1.0
benxi	1.0
erotis	1.0
lagj	1.0
psykopat	1.0
tobat	18.0
sohib	5.0
membenahi	2.0
million	1.0
wahai	68.0
laga	3.0
wahah	1.0
bersinggungan	3.0
mukslihat	1.0
ampuuuuun	1.0
bulan2	1.0
dianggan	1.0
jembatn	1.0
dianggab	2.0
debit	1.0
alkitb	1.0
pelecehan	21.0
bernutu	1.0
mahulu	1.0
nyembah2	1.0
dinua	1.0
lain	1313.0
ihnil	1.0
lair	1.0
zinah	29.0
kallle	1.0
disiarkan	5.0
itualh	1.0
mkkkkm	1.0
penuaian	1.0
rahmatullah	1.0
lali	6.0
annta	1.0
hampir	83.0
bense	1.0
lalo	1.0
bagian	94.0
lalu	228.0
disisi	7.0
mdlnya	1.0
aaasssuuuuudahlah	1.0
lala	5.0
ijabah	1.0
dinon	4.0
pelecehah	1.0
haaahaa	2.0
deralah	1.0
laki	61.0
terpenting	9.0
dinahdiyin	1.0
babgu	1.0
dinny	6.0
dianggap	104.0
liussss	1.0
laku	152.0
carter	1.0
laju	3.0
fotolah	1.0
smbpenguasa	1.0
akting	7.0
kacrut	1.0
laka	1.0
sinilah	1.0
bensr	1.0
babi2	17.0
ngedemo	2.0
mensing	2.0
benua	3.0
dikarang	2.0
babib	16.0
bento	2.0
dianggep	3.0
nyiprat	1.0
ambing	2.0
lang	1.0
bentr	1.0
anggapanya	2.0
hengkang	8.0
disita	12.0
kapokkkkkkkk	1.0
lamu	2.0
babii	12.0
benul	4.0
revolusiiiiiiiiiiiiiiiiiiiiiiiiii	1.0
babik	5.0
amalnya	1.0
jajahan	1.0
lama	360.0
disitu	34.0
lame	3.0
diculangi	1.0
ygvd	1.0
katedral	5.0
bagimu	12.0
jahatnya	12.0
sumpah2	1.0
luarr	3.0
ampuuuunn	2.0
ngafirin	2.0
mlarang	2.0
ambigu	2.0
berbhong	2.0
sbaik	1.0
pnegak	1.0
golput	15.0
desersi	2.0
dinunia	1.0
brjalan	3.0
ampunlahhh	1.0
bagini	2.0
bruuu	1.0
ganjalan	1.0
kholis	1.0
sepeninggalan	1.0
weudusssssss	1.0
kholiq	1.0
laon	1.0
srlali	1.0
hancurnya	7.0
sentuh	3.0
srlalu	1.0
kebobrokan	3.0
sogok	11.0
sumpahi	1.0
wesss	1.0
ditankep	1.0
menumbuhkan	1.0
klalen	1.0
zulkarnaen	1.0
tibeeet	1.0
bagiku	12.0
cropt	1.0
nafsuuh	2.0
formalnya	1.0
teburit	1.0
andaikan	9.0
ttngga	1.0
artalita	1.0
lari	56.0
kader2ny	2.0
nyang	11.0
sundelan	1.0
klonengan	1.0
akwkwkw	1.0
dikalikan	8.0
langfung	1.0
kogbhidup	1.0
nyap2	1.0
bagiin	1.0
voting	3.0
mmbeli	1.0
srlain	2.0
pnah	2.0
harapkan	7.0
tunggal	68.0
nyate	1.0
last	1.0
nyata	183.0
laskar	29.0
beeeehhh	1.0
mpnas	1.0
tunggak	3.0
nyatu	3.0
lase	1.0
mmbela	7.0
khaya	1.0
dehhhhhhh	1.0
bacak	1.0
kader2mu	1.0
mrlakukan	1.0
brurr	1.0
klngn	1.0
sikafir	1.0
mlawn	1.0
ucapkan	29.0
perjanjiannya	1.0
toada	1.0
pgang	2.0
sebnyak	1.0
sungai2	1.0
mendzalimi	3.0
laur	1.0
jualan	11.0
laut	77.0
sumpain	1.0
nyari	90.0
kerahin	3.0
kuhap	2.0
laun	4.0
wkakakaaka	1.0
nyaru	1.0
amiiiiiin	2.0
nyawe	1.0
tergoyahkan	1.0
kisruh	43.0
kerugiannya	1.0
nyawa	16.0
dipameri	1.0
hitung	20.0
junji	1.0
laya	1.0
monalisa	1.0
batasannya	1.0
sukabumi	3.0
intonasi	3.0
kerjasm	1.0
kerjasn	2.0
damaaiii	1.0
jangam	2.0
jangan	2112.0
cemburu	11.0
lawe	1.0
hadeeeeehhhh	1.0
sugara	1.0
pndt	1.0
pemberantasan	3.0
ketitek	1.0
ngapin	4.0
megajarkan	4.0
terlaluuuu	2.0
pngn	4.0
salahpun	2.0
wkakakakakakkaaa	1.0
nyaut	2.0
penggantinya	2.0
pegang	62.0
mantapppppp	2.0
bungkusnya	10.0
editor	3.0
layu	1.0
tungggu	3.0
fakechat	1.0
baca2	1.0
pencarian	3.0
diselesai	1.0
chat	41.0
infonya	14.0
chan	3.0
terpakai	2.0
subhanaalloh	2.0
sekaluan	1.0
before	1.0
wjah2	1.0
cangih	1.0
sxali	1.0
kebhinnekaan	2.0
tolollan	1.0
fanpage	1.0
datengin	6.0
blingsatan	3.0
mbangun	2.0
maykhel	4.0
teman2nya	1.0
lubas	1.0
ronal	1.0
teroriskan	1.0
bergabubbg	1.0
ketitik	13.0
600ribu	1.0
lender	3.0
memperparah	1.0
ciyyee	2.0
falentin	1.0
mngetahui	1.0
nyonya	1.0
mandull	1.0
chek	1.0
milliar	6.0
investigadi	1.0
chef	4.0
ssyang	1.0
situlah	3.0
kecil2an	2.0
ngunduh	4.0
memumpuni	1.0
pnjr	1.0
melintir	4.0
inonesia	1.0
qothi	1.0
dihamparkan	2.0
membebaskannya	1.0
ajari	12.0
nyopet	2.0
ketertinggalan	3.0
lbar	1.0
lbay	2.0
ajarn	3.0
ajasi	1.0
pengtahuan	1.0
comrnent	1.0
tamatlah	4.0
habiprisik	1.0
payungin	4.0
ptgas	4.0
kegaduhn	1.0
prapatan	1.0
gtu2	3.0
rezkullah	1.0
borokokoko	1.0
ajatu	1.0
penceramahnya	2.0
sedeqah	2.0
releas	1.0
benak	6.0
chip	1.0
mbarung	1.0
dizamin	1.0
benar	1509.0
benas	1.0
benat	1.0
dibegitukan	2.0
terlihatlah	1.0
astaqfirullah	5.0
uaassuuu	1.0
nyaleneh	1.0
kerjamu	4.0
aetis	1.0
gtuu	4.0
pnteslah	1.0
unyil	1.0
menistakam	3.0
menistakan	93.0
berlawanan	4.0
durriyyah	1.0
itung2an	1.0
mitsibishi	1.0
bajingannnnnnn	1.0
kerjany	3.0
mengharapan	1.0
ajang	17.0
cita2	7.0
woooooiiiiiij	1.0
kbykan	1.0
premanisme	3.0
eksekusi	5.0
mbelgedes	1.0
heheheeeee	1.0
menggalang	4.0
perlahan2	1.0
mungkun	1.0
bngsa	8.0
ngmng	17.0
bermodal	3.0
capedeh	1.0
peeniss	1.0
rriijjiikk	1.0
artisnya	18.0
pnts	3.0
akomodasi	1.0
nyaaa	1.0
choi	1.0
lbgt	1.0
ngacaukan	2.0
pelindung	6.0
sadeeees	1.0
semelekwteeee	1.0
bapamu	1.0
citan	1.0
melompat	5.0
mlaes	1.0
diremajakan	1.0
bngun	4.0
dikarbit	4.0
pelajarannya	2.0
melintas	1.0
lbh2	1.0
mazhab	2.0
hebaaatttnyaaa	1.0
deal2	3.0
wah5x	1.0
coklat	2.0
emergancy	1.0
mbothen	1.0
trrbukti	4.0
jeblosinn	1.0
tempayan	1.0
menyuarakan	24.0
choy	7.0
pegecut	1.0
sembunyi2n	1.0
revolusiiiiiiiiiii	3.0
pnuh	7.0
lbih	67.0
moslem	8.0
unyuk	1.0
romli	6.0
penghasilannya	4.0
enggak2	2.0
gulanah	1.0
nyaho	9.0
sssst	1.0
nyopot	2.0
nyadp	1.0
kerabat2	1.0
dimta	1.0
lagimudah2an	1.0
penyuka	1.0
artikelnya	8.0
terpaksa	22.0
nafsumu	1.0
ajalh	1.0
diulang2	1.0
ajalu	1.0
lengkaplah	1.0
diskusi	16.0
tilasi	1.0
manfaatx	1.0
malangnya	1.0
gua2	1.0
khann	1.0
manfaati	1.0
diulangi	3.0
pusiiing	1.0
nyopir	1.0
dimna	6.0
dkmnkumham	1.0
moslim	3.0
pencuri	19.0
nyaki	1.0
memodif	1.0
menjput	1.0
sogokan	3.0
haduuh	4.0
suarnya	1.0
luama	1.0
peradabannya	2.0
kavling	1.0
jatuhkn	2.0
jeblosiin	1.0
nyala	5.0
kemukakan	1.0
politkus	1.0
pnya	66.0
jatuhka	1.0
rompi	2.0
nyali	51.0
dimn2	2.0
zulkarnain	2.0
viscabarca	1.0
ngapus	1.0
hahahahahhahaaa	2.0
ajahh	4.0
ooooooooooo	1.0
kesaksiannya	9.0
bepartisipasi	1.0
bngku	1.0
apakarena	1.0
jatuhin	7.0
berprasangka	5.0
gue2	36.0
sendokir	1.0
gue3	2.0
hanibhurok	1.0
ajak2	6.0
permukaan	4.0
kerjain	3.0
ajaib	20.0
unyu2	2.0
nyajo	1.0
lbrn	2.0
benny	2.0
orglain	1.0
mamake	2.0
benoa	2.0
profesi	18.0
tilang	6.0
singgung2	1.0
kedepankan	2.0
llobang	1.0
cokkkk	2.0
situkan	1.0
kalianlah	7.0
hatsnya	1.0
yhwh	1.0
babbi	1.0
bknurusabsaya	1.0
brtul	2.0
babe2	1.0
mungkin	793.0
mungkih	1.0
diskak	1.0
kelompok2	4.0
menperkosa	1.0
chatingan	2.0
vitamin	4.0
pendetamu	1.0
headshoot	1.0
perkuat	2.0
pempitonah	1.0
kontholik	2.0
jumat	26.0
guee	2.0
sederhana	28.0
jawara	22.0
bokapnya	7.0
jumbo	1.0
debat	96.0
tayak	2.0
weruh	2.0
hadooooohhh	1.0
belakanh	1.0
terkorup	10.0
habitannya	1.0
godbless	1.0
seword	1.0
mamamu	4.0
belakang	83.0
terbongkarnya	1.0
poak	1.0
benr2	1.0
obyek	6.0
pangbeneran	1.0
mamang	5.0
gugt	1.0
interfensi	2.0
babeh	5.0
babel	12.0
bagaimanapun	12.0
meresmikan	2.0
invite	2.0
ahokkkkll	1.0
bling2	1.0
kristologi	1.0
ckckvk	1.0
lainnnya	1.0
dibenturkan	5.0
alihkan	3.0
gusuuuurrr	1.0
ketegan	1.0
merevisi	1.0
hhhhiiiiiii	1.0
palooooohhhhh	1.0
jlskn	1.0
ahokkkkkk	2.0
guk2	2.0
pendidik	3.0
arnold	1.0
valin	1.0
pdukungnya	1.0
berjina	1.0
soneday	1.0
koalisi	17.0
mungken	4.0
melayani	2.0
diblapangan	1.0
inisial	4.0
dululah	2.0
aahhh	3.0
pejabatnya	8.0
gula	4.0
dinia	1.0
gule	1.0
citra	21.0
mahkluknya	5.0
melayang	4.0
kerjaaa	3.0
disayang	6.0
babat	5.0
pemhaman	1.0
triliunan	7.0
kerjaan	195.0
babad	2.0
babah	18.0
theologi	1.0
podo	15.0
gukk	1.0
babak	21.0
beriktiar	1.0
singungan	1.0
batnya	1.0
ciba	1.0
guna	40.0
didwpan	1.0
kucinglah	1.0
gune	1.0
gung	7.0
sirikk	1.0
guno	2.0
menggontong	1.0
mereka2	19.0
menyenjukan	1.0
yakinkan	1.0
ciau	2.0
kualalumpur	1.0
mungkar	7.0
ciao	1.0
ramadhan	4.0
ngmg2	1.0
pedophilia	2.0
mayority	3.0
poin	1.0
bnyakin	1.0
pesanteren	2.0
berapah	1.0
tbiasa	1.0
pulusnya	2.0
suruhannya	2.0
cici	3.0
tersirat	3.0
permasalahnya	2.0
abasiyah	1.0
didapat	19.0
kdepannya	1.0
haibib	1.0
janhan	1.0
dinda	1.0
bokongnya	2.0
solusi	29.0
cie2	1.0
benih	12.0
menjaterakan	1.0
pola	30.0
guru	139.0
roman	1.0
poli	3.0
poll	3.0
hadueh	1.0
conspiracy	1.0
qosim	1.0
poko	2.0
sizontor	1.0
benci	202.0
cieh	1.0
ciee	13.0
dlporin	1.0
bnyakan	1.0
bongkaaaaaar	1.0
poke	1.0
komenya	10.0
disket	1.0
pinterrrr	1.0
sirina	1.0
bebbbb	1.0
gus2	1.0
penyuap	1.0
astaqfirulloh	2.0
ngmis	1.0
kaliyaa	1.0
memeriahkan	2.0
death	2.0
permukasn	1.0
dinas	13.0
pong	3.0
lainpun	1.0
palingan	18.0
dinosaurs	1.0
bicarax	1.0
kaliyan	1.0
penilpon	1.0
benda	6.0
idahm	1.0
gutu	1.0
dimemory	1.0
kata2in	3.0
nafsuan	1.0
benel	1.0
ajaya	1.0
bener	844.0
benet	1.0
gute	1.0
polr	2.0
gusi	1.0
polo	2.0
dicontrol	1.0
kesepakatan	3.0
sal2lan	1.0
pmbrani	1.0
bicaraa	2.0
brengseng	1.0
guss	3.0
jumpa	12.0
gust	1.0
pope	6.0
poinya	1.0
melaporkan	41.0
giillaaa	1.0
guwa	1.0
popo	1.0
guwe	6.0
setreesss	1.0
ketahuilah	3.0
ketivu	1.0
poor	1.0
tauladn	1.0
klpun	1.0
blooook	1.0
aulobarbar	1.0
mekkaah	1.0
pool	1.0
seberat2nya	6.0
kerennnn	2.0
pono	1.0
ckckck	45.0
rassulallah	2.0
guuu	1.0
langkah2	3.0
kepentinga	1.0
limhan	2.0
diclurit	3.0
mmbutuhkan	1.0
pork	2.0
porn	6.0
bessar	1.0
cima	1.0
pencoblosan	18.0
pora	7.0
siilvi	1.0
ngarep	31.0
oficial	1.0
hinagusdur	1.0
isllam	2.0
koment2	1.0
mengorbit	1.0
pesaingnya	1.0
tindakanya	2.0
cike	1.0
kepentingn	1.0
cint	1.0
asngom	2.0
dipotongin	1.0
cinn	2.0
cino	82.0
poto	6.0
post	10.0
kolektor	1.0
blak2an	1.0
diskon	2.0
aswaja	1.0
lcgc	1.0
respect	7.0
halooooo	3.0
poso	4.0
penghinat	1.0
cing	8.0
cine	2.0
hahahaaaaaaaaaaaa	1.0
cina	695.0
guys	3.0
suciiii	1.0
ngocokin	2.0
zulkifli	3.0
gmbrnya	2.0
gonggongan	3.0
bernasib	1.0
komenmu	7.0
badul	1.0
waduuuhh	1.0
karenakan	3.0
respeck	1.0
klaim2	3.0
ciwi2	1.0
ngarah	1.0
kesulitan	7.0
mursyid	1.0
lihatsaja	1.0
notabenenya	1.0
tersebar	8.0
membelah	1.0
tahanan	13.0
brulah	2.0
badut	24.0
yakinlah	4.0
capeeee	2.0
ngampleung	1.0
lainnya	90.0
toddo	2.0
komenku	4.0
mengagumi	1.0
badog	1.0
derajat	13.0
tu2pi	2.0
laknatullooh	4.0
sutanto	1.0
penasehat	14.0
derajad	1.0
dannadu	1.0
nothing	6.0
pembununhan	1.0
dikemudian	3.0
yipu	1.0
ciri	59.0
kekurabgan	1.0
badok	1.0
badot	5.0
wkwwkwkw	2.0
masukan	3.0
ahlakx	1.0
persimpangan	2.0
komenin	1.0
wajib	48.0
layarnya	2.0
city	4.0
biyangnya	1.0
cium	37.0
hanyalah	23.0
keselll	1.0
mengagung	4.0
iddah	2.0
petigi	1.0
batmen	1.0
indonesuia	1.0
berkomen	2.0
adik2mu	1.0
pekong	5.0
poya	1.0
mncegah	1.0
berpesan	3.0
ditemenin	2.0
cita	18.0
ahoaker	2.0
jujuran	2.0
baaaaangat	2.0
prempuan	5.0
sengsars	1.0
khaldun	1.0
dimaafin	7.0
centeng	1.0
pelengkap	4.0
digantikan	3.0
komersil	1.0
sengsara	38.0
esbiye	1.0
todak	1.0
operdosis	1.0
budayakan	1.0
yitu	1.0
cius	4.0
lubang	29.0
ciut	13.0
wajar	95.0
adik2ku	1.0
wajax	1.0
sensor	7.0
kauuurrr	1.0
wajah	26.0
penulis	14.0
xdenca	3.0
swolat	1.0
dudepan	1.0
point2	1.0
paling	794.0
waduhhhhh	1.0
penulia	1.0
ngerampok	11.0
menghantam	3.0
pekokk	1.0
ciye	4.0
boooosssss	3.0
caperrrr	1.0
batman	9.0
seharian	8.0
haaahaaaahaaaa	1.0
iiiiiiiiiiiiiiiiii	1.0
kmbalikan	2.0
besar2kan	7.0
panjang2	1.0
gubernur2	2.0
ndasmuuu	1.0
kepalestina	1.0
ngarti	14.0
mnjulur	1.0
kontribusinya	1.0
puluhn	1.0
deeeh	5.0
gentle	37.0
maleeng	1.0
gantong	1.0
lcu2	1.0
twrnyata	1.0
pasalon	9.0
sihirlah	5.0
lucuu	3.0
ngaruh	86.0
membelot	2.0
tuluungg	1.0
demopun	1.0
baek2	5.0
ronnie	1.0
kemauannya	1.0
berdarah2	1.0
aseng2	6.0
pemrintahan	1.0
ngaruk	1.0
memaafkn	8.0
kinyis2	1.0
ngwrti	1.0
klilipan	1.0
genapkan	1.0
payaaaaahhhh	2.0
penyifikan	2.0
ndolor	1.0
apasih	8.0
mnyebut	1.0
hahahhaa	8.0
pnyadapanlah	1.0
waina	1.0
ngemanf	1.0
usir2	1.0
hahahhah	1.0
keseleo	6.0
baekk	2.0
kebsaran	1.0
wlkwkwkw	1.0
keselek	2.0
tersebut	50.0
wuuakakakkaa	1.0
gelontorin	1.0
peting	1.0
siapkah	1.0
cekik	1.0
matangkan	1.0
siapkan	19.0
disembunyiin	6.0
menangnya	5.0
cocoknya	37.0
mau5kali	1.0
telephone	1.0
mentolelir	2.0
dipas2in	1.0
kerapunya	1.0
babyyy	1.0
enciii	1.0
setresss	1.0
gubernurx	3.0
kincing	1.0
bersahaja	2.0
nguuuuuung	1.0
cetakan	2.0
kukunya	2.0
peninggalannya	1.0
dibodoh	2.0
dikenakan	1.0
pinjaman	2.0
menatap	1.0
horeeeeee	2.0
kumandang	1.0
opoooo	2.0
njelek	1.0
ngpet	1.0
serahkan	35.0
sloganislan	1.0
kodoknya	1.0
ngirimnya	2.0
ditumpahkan	2.0
emwng	1.0
bapake	7.0
cekek	2.0
komunikaasinya	1.0
diidamidamkan	1.0
buplik	1.0
pelatihan	2.0
cekes	1.0
bapakx	1.0
bapaku	1.0
bapaks	1.0
imaginasinya	1.0
kenenangan	3.0
sutradarax	1.0
sutera	1.0
mahruf	6.0
atribut	20.0
mahrup	1.0
amitabhaaaaa	1.0
bayaranx	1.0
bapalu	1.0
kendaliin	2.0
nyelesaikan	2.0
siiipppp	1.0
ludah	27.0
gentel	6.0
menghantui	2.0
keyakinannya	2.0
bapak2	7.0
keenakan	8.0
ngelahirin	3.0
embahnya	1.0
disatuin	1.0
ppkn	1.0
bayarane	1.0
klpok	2.0
tersebot	1.0
kemenangannya	1.0
engkoh2	1.0
kalaulama	1.0
ajeee	4.0
takdirkan	1.0
heheeeee	1.0
wkwkekek	2.0
bgasih	1.0
propesional	1.0
atittt	1.0
rekrutmen	2.0
polling	4.0
cekak	1.0
nerakajahanam	1.0
engkong	15.0
berkolor	1.0
pamekasan	1.0
cekal	3.0
khilafan	2.0
semaksimal	1.0
pootong	2.0
mboknya	1.0
masjidpun	1.0
khilafah	8.0
seandaiya	1.0
ludes	2.0
bersinar	2.0
cocoknta	1.0
pelampiasan	2.0
gebokin	1.0
gentar	31.0
meriahkan	1.0
pemurah	1.0
kaliankan	1.0
digantikannya	1.0
dislik	1.0
djarod	2.0
petisi	5.0
brsahaja	1.0
sekaleeee	1.0
djarot	239.0
bocoooor	1.0
indpnesia	1.0
sensai	2.0
piramida	2.0
huebat	1.0
gubrak	1.0
pengungsinya	1.0
ntuuu	1.0
menjastis	1.0
dekatkan	1.0
hahahaaha	3.0
gangguh	1.0
16trilyun	1.0
terjemahannya	3.0
ngembat	2.0
penyadapn	4.0
lebayker	1.0
ngono	14.0
hahhahahaahha	2.0
otong	5.0
bacut	2.0
camkeman	3.0
ngembak	1.0
sekalipun	39.0
drive	1.0
bebarengan	1.0
xabre	1.0
bhakti	1.0
parasit	4.0
humanis	4.0
berarni	1.0
bersilat	5.0
lurahnya	2.0
civic	1.0
otoke	3.0
terlampau	2.0
tinggi2	1.0
sembunyikn	1.0
eeeehm	1.0
keknya	2.0
dulunya	10.0
hancurrrr	3.0
ppso	1.0
ngopo	2.0
segelintirpun	1.0
digelar	2.0
ngopi	12.0
kekuhatan	1.0
xixixixi	9.0
berakhlaq	4.0
berakhlak	25.0
komemmu	1.0
mlotot	1.0
pengruhnya	1.0
ngasal	5.0
tinggal	302.0
boooooonggg	1.0
repoot	3.0
allaahul	1.0
ngasah	1.0
kaliam	1.0
gegerrr	1.0
ssuka	1.0
seluruh	159.0
mengatakan	106.0
penelitiannya	1.0
settingan	16.0
ldii	2.0
ppun	1.0
komplaim	1.0
luchu	1.0
komplain	3.0
pembohong	108.0
ngembek	1.0
sentil	4.0
sakasi	1.0
ngember	1.0
wahyu	4.0
kbcian	1.0
saut2an	1.0
gsntinya	1.0
soib2	1.0
pemaksaksan	1.0
mngagumi	1.0
vilsuf	1.0
kalian	998.0
ajaran2	6.0
penyadang	1.0
aduuuh	4.0
ogika	1.0
ficik	3.0
kdatangan	1.0
diayar	1.0
dislrh	1.0
beraaattt	1.0
kuncing	1.0
ngungsi	4.0
dipanfgil	2.0
gubris	3.0
samakakan	1.0
demokeret	1.0
kaliee	1.0
djaenuddin	1.0
kebuka	23.0
najisssssss	1.0
hahahaaaa	17.0
dkibulin	2.0
kolornya	1.0
dijelasin	8.0
trangender	1.0
yangvmau	1.0
copetnya	1.0
niruuuuuu	1.0
drimu	1.0
semulia	1.0
pting	4.0
repott	2.0
bang2an	2.0
densuss	2.0
syukurin	1.0
bakrie	2.0
komandan86	1.0
calon2nya	1.0
pnista	2.0
uwuuh	1.0
makelar	2.0
resahkan	1.0
ngoyo	3.0
kapalnya	1.0
wahhaaahaha	1.0
prapantan	1.0
kristennya	1.0
evakuasi	2.0
kalifa	1.0
bacok	10.0
yeeeeee	5.0
nyblos	1.0
bacor	1.0
report	8.0
tobatkan	1.0
bacot	120.0
repot2	6.0
korengan	4.0
berarti	560.0
mengetaui	1.0
ahokblbh	1.0
menghantarkan	1.0
bning	2.0
download	3.0
blkgnya	1.0
kaliii	10.0
keparat	26.0
ketiax	1.0
gheeya	1.0
ketuhannya	1.0
sebagaai	1.0
demoooo	2.0
madesu	1.0
menyoblos	1.0
candra	1.0
bacin	1.0
syukuran	1.0
arahan	5.0
1000000	1.0
berarri	1.0
crott	1.0
gubloknya	2.0
masyaalloh	1.0
berontak	1.0
twrnyats	1.0
oooohhhhh	1.0
karmaku	1.0
zebra	1.0
balapan	2.0
kebunx	1.0
tunjukanlah	2.0
suratnya	2.0
ketiak	8.0
indsia	1.0
sarapan	1.0
cross	2.0
meleki	1.0
pantaas	1.0
membukanya	1.0
naksir	5.0
bersahabt	1.0
lucu2	3.0
fokusss	1.0
masukin	10.0
tamrin	3.0
sopirnya	2.0
mantaaaappppp	1.0
dipimpinnya	1.0
ketentuan	6.0
cancuk	1.0
riwzyatmu	1.0
maasaaaakk	1.0
juakah	1.0
karmamu	2.0
dijatuhkan	3.0
umrohnya	1.0
menandatangani	1.0
oficium	1.0
sucikan	1.0
geronbolan	1.0
senssi	1.0
sucikah	2.0
hadeeeeeeeh	1.0
mnsjhtrkn	1.0
sosiiiiis	1.0
ketiga	13.0
dsangka	1.0
carpak	1.0
menghebatkan	1.0
tololnya	5.0
huahhhh	1.0
dilayani	8.0
keluarinnya	1.0
fangdut	1.0
sesaat	12.0
fitbah	2.0
dedeh	3.0
helicak	1.0
tinggalnya	4.0
bhoneka	2.0
deden	1.0
keburu	17.0
lubuk	3.0
deddy	4.0
badja	26.0
gendeng	24.0
vanto	1.0
drakula	2.0
wkwkkkkkkkk	1.0
ssuai	3.0
lanjaran	1.0
masyaallah	11.0
dakwahnya	2.0
senaknya	2.0
meleda	1.0
korbanftv	1.0
logrok	1.0
apatis	1.0
ptunjuk	1.0
genset	2.0
peluk2an	2.0
kerajinan	1.0
sohlt	1.0
nyolatin	1.0
segerakan	1.0
kronologisnya	3.0
beterai	1.0
3jtan	1.0
wkmwkwkkwkw	1.0
sebatas	8.0
memilukan	2.0
panjangin	1.0
nebak2	1.0
taikuluk	1.0
ketika	114.0
ditampakkan	1.0
sandiwaranya	1.0
wahid	17.0
penyerahan	2.0
pengennya	3.0
kelakyannya	2.0
lengkapnya	1.0
puuuuuuuuinter	1.0
kelakyannye	1.0
wahhl	1.0
kumpul2	1.0
tumbalny	1.0
jenazah	12.0
pesepakbola	1.0
bnjir	1.0
dedam	1.0
sutadara	1.0
wahhh	13.0
sohor	1.0
revolusiiiiiiiiiiiiiiii	2.0
setoran	11.0
lubyg	1.0
kepergok	2.0
ckck	9.0
zirieq	2.0
intelegen	1.0
daptar	2.0
pantat2	1.0
makrruf	1.0
membesarkanya	1.0
kpntingn	1.0
meykel	1.0
kumpuln	1.0
tolerenasi	1.0
program2nya	1.0
sabarrrr	2.0
ngofi	1.0
nasibnya	19.0
pantass	2.0
nanamnya	1.0
muantaappp	1.0
takdirlah	1.0
klola	1.0
berpesta	2.0
hahahhhaha	1.0
carpio	1.0
bangsattttt	1.0
kematiab	1.0
mianmar	1.0
lebh	7.0
kematian	8.0
dblang	2.0
leak	1.0
komertar	1.0
badan	72.0
cinailah	1.0
badar	3.0
lalebay	1.0
mpok2	1.0
idamkan	1.0
menumbalkan	1.0
kejadian2	3.0
pemukiman	5.0
haahhahaaaa	1.0
badaa	1.0
badak	7.0
kwkwkwkwkwkwkwkwkwk	2.0
badai	35.0
ngasim	1.0
pantank	1.0
ngasik	1.0
ngasih	64.0
brekele	1.0
pantang	47.0
pleton	1.0
ykin	1.0
guntungkan	1.0
beraknyapun	1.0
kloop	2.0
rukiyah	1.0
sesali	2.0
dielingne	1.0
leby	1.0
melebihi	26.0
disejarah	1.0
lebi	3.0
lebo	1.0
kultur	2.0
sesama	175.0
tjuan	9.0
klopp	2.0
mazarudin	1.0
kaliya	1.0
cuiihhh	2.0
hadeeeeeeuh	1.0
candak	1.0
ngomo	1.0
ketipu	16.0
diper	2.0
sesamu	2.0
ngoml	1.0
ngomg	2.0
tinggla	1.0
mpong	1.0
ketir2	1.0
mmberikn	1.0
strrssss	1.0
kehidupannya	10.0
berseri	2.0
1kali	1.0
helikopter	10.0
mamilih	1.0
kecebong2nya	1.0
didarat	1.0
pantas2	1.0
eeeeet	1.0
menasihati	2.0
eeeeee	5.0
leha	1.0
sukrok	1.0
wkwkwkkwkww	1.0
pengetahuan	18.0
disek	1.0
disel	1.0
sukron	1.0
treeshome	2.0
dijalankan	14.0
berakal	2.0
mucikari	8.0
berakar	1.0
cemat	2.0
cemar	1.0
cemas	6.0
lega	3.0
vario	1.0
kapten	22.0
solid	8.0
hahahaah	2.0
gabriel	1.0
triliuan	1.0
brisiqq	1.0
walau	26.0
pestanya	1.0
kpmentar	1.0
bhahaha	6.0
ngrti	5.0
mengkriminalkan	2.0
wkwkwkkwkwk	6.0
walah	14.0
oooooowwh	1.0
walam	4.0
horeeeeeeee	2.0
mengkririk	1.0
hancurkaaaaaaa	1.0
besih	1.0
hahahaaa	22.0
rambit	1.0
entahlah	4.0
ngatik	1.0
aanjjinggg	1.0
ngatif	2.0
kulup	1.0
